,runtime_minutes,genres,title,foreign_gross,movie,production_budget,domestic_gross_y,worldwide_gross,domestic_success,foreign_success,WW_success
162,103.0,Sport,Uncle Drew,4200000.0,Uncle Drew,18000000.0,42469946.0,46527161.0,2.3594414444444443,0.23333333333333334,2.5848422777777778
163,118.0,Comedy,Instant Family,53200000.0,Instant Family,48000000.0,67363237.0,119736188.0,1.4034007708333334,1.1083333333333334,2.4945039166666665
163,118.0,Drama,Instant Family,53200000.0,Instant Family,48000000.0,67363237.0,119736188.0,1.4034007708333334,1.1083333333333334,2.4945039166666665
164,106.0,Action,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
164,106.0,Sci-Fi,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
165,106.0,Action,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
165,106.0,Mystery,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
165,106.0,Thriller,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
166,90.0,Action,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
166,90.0,Comedy,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
166,90.0,Drama,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
167,84.0,Horror,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
167,84.0,Thriller,Abduction,54000000.0,Abduction,35000000.0,28087155.0,86648359.0,0.8024901428571428,1.542857142857143,2.4756674
169,102.0,Drama,Rings,55300000.0,Rings,25000000.0,27793018.0,82917283.0,1.11172072,2.212,3.31669132
169,102.0,Horror,Rings,55300000.0,Rings,25000000.0,27793018.0,82917283.0,1.11172072,2.212,3.31669132
169,102.0,Mystery,Rings,55300000.0,Rings,25000000.0,27793018.0,82917283.0,1.11172072,2.212,3.31669132
170,104.0,Adventure,Paul,60600000.0,Paul,40000000.0,37412945.0,101162106.0,0.935323625,1.515,2.52905265
170,104.0,Comedy,Paul,60600000.0,Paul,40000000.0,37412945.0,101162106.0,0.935323625,1.515,2.52905265
170,104.0,Sci-Fi,Paul,60600000.0,Paul,40000000.0,37412945.0,101162106.0,0.935323625,1.515,2.52905265
171,71.0,Drama,Paul,60600000.0,Paul,40000000.0,37412945.0,101162106.0,0.935323625,1.515,2.52905265
172,104.0,Adventure,A Walk in the Woods,8000000.0,A Walk in the Woods,8000000.0,29499394.0,37119358.0,3.68742425,1.0,4.63991975
172,104.0,Biography,A Walk in the Woods,8000000.0,A Walk in the Woods,8000000.0,29499394.0,37119358.0,3.68742425,1.0,4.63991975
172,104.0,Comedy,A Walk in the Woods,8000000.0,A Walk in the Woods,8000000.0,29499394.0,37119358.0,3.68742425,1.0,4.63991975
